Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2
1975,6,29,32.9,-116.85,10,8,27,USFS,1,10,0.04047
1975,3,26,34.95,-84.85,9,8,27,USFS,0,9,0.036423
1975,6,16,34.36,-117.65,9,8,27,USFS,1,9,0.036423
1975,8,3,32.54,-110.71,7,8,27,USFS,1,7,0.028329
1975,7,26,44.41,-121.3,6,8,27,USFS,1,6,0.024282
1975,3,2,30.61,-89.05,5,8,27,USFS,0,5,0.020235
1975,3,7,34.78,-76.9,5,8,10,USFS,0,5,0.020235
1975,6,21,32.68,-116.51,5,8,27,USFS,1,5,0.020235
1975,11,13,31.62,-110.88,5,8,27,USFS,1,5,0.020235
1975,1,30,34.91,-76.96,4,8,27,USFS,0,4,0.016188
1975,7,23,33.66,-111.1,4,8,27,USFS,1,4,0.016188
1975,4,7,34.8,-84.15,3,8,30,USFS,0,3,0.012141
1975,5,6,37.96,-80.08,3,8,27,USFS,0,3,0.012141
1975,8,6,40.3,-120.55,3,8,27,USFS,1,3,0.012141
1975,9,15,34.16,-118.02,3,8,27,USFS,1,3,0.012141
1975,9,23,41.24,-111.92,3,8,27,USFS,1,3,0.012141
1975,3,20,33.26,-79.7,2,8,27,USFS,0,2,0.008094
1975,4,18,33.33,-86.05,2,8,10,USFS,0,2,0.008094
1975,6,25,34.55,-119.82,2,8,27,USFS,1,2,0.008094
1975,7,16,32.81,-116.62,2,8,27,USFS,1,2,0.008094
1975,7,23,34.23,-118.19,2,8,27,USFS,1,2,0.008094
1975,8,13,34.29,-118.39,2,8,27,USFS,1,2,0.008094
1975,12,11,31.42,-110.25,2,8,11,USFS,1,2,0.008094
1975,5,4,39.73,-105.51,2,8,27,USFS,1,2,0.008094
1975,5,24,44.49,-121.04,2,8,27,USFS,1,2,0.008094
1975,7,9,40.3,-111.65,2,8,27,USFS,1,2,0.008094
1975,8,11,40.35,-111.71,2,8,27,USFS,1,2,0.008094
1975,4,6,38.18,-83.41,1,8,27,USFS,0,1,0.004047
1975,2,11,34.78,-76.86,1,8,27,USFS,0,1,0.004047
1975,3,22,34.81,-76.88,1,8,27,USFS,0,1,0.004047
1975,3,25,32.98,-79.65,1,8,27,USFS,0,1,0.004047
1975,7,16,48.59,-120.42,1,8,26,USFS,1,1,0.004047
1975,7,26,47.41,-123.3,1,8,27,USFS,1,1,0.004047
1975,5,9,40.08,-120.89,1,8,30,USFS,1,1,0.004047
1975,5,24,40.33,-121.23,1,8,8,USFS,1,1,0.004047
1975,6,23,34.43,-117.83,1,8,27,USFS,1,1,0.004047
1975,7,8,40.92,-123.6,1,8,27,USFS,1,1,0.004047
1975,7,14,37.15,-119.4,1,8,27,USFS,1,1,0.004047
1975,7,31,34.24,-117.41,1,8,27,USFS,1,1,0.004047
1975,9,26,41.3,-122.31,1,8,27,USFS,1,1,0.004047
1975,10,2,37.4,-119.62,1,8,27,USFS,1,1,0.004047
1975,12,29,39.81,-120.51,1,8,27,USFS,1,1,0.004047
1975,1,25,34.62,-112.55,1,8,27,USFS,1,1,0.004047
1975,5,3,33.7,-111.19,1,8,27,USFS,1,1,0.004047
1975,7,5,33.98,-111.71,1,8,26,USFS,1,1,0.004047
1975,3,25,33.35,-105.67,1,8,26,USFS,1,1,0.004047
1975,6,10,34.16,-110.01,1,8,9,USFS,1,1,0.004047
1975,6,10,35.27,-112.03,1,8,27,USFS,1,1,0.004047
1975,7,25,44.12,-115.97,1,8,27,USFS,1,1,0.004047
1975,9,11,48.65,-118.68,1,8,30,USFS,1,1,0.004047
1975,9,27,48.85,-118.6,1,8,9,USFS,1,1,0.004047
1975,8,5,40.98,-111.88,1,8,27,USFS,1,1,0.004047
1975,8,23,38.44,-119.46,1,8,27,USFS,1,1,0.004047
1975,9,24,41.24,-111.92,1,8,27,USFS,1,1,0.004047
1976,5,2,30.58,-88.85,58,8,27,USFS,0,58,0.234726
1976,2,26,36.81,-81.45,51,8,27,USFS,0,51,0.206397
1976,10,2,47.67,-120.29,42,8,27,USFS,1,42,0.169974
1976,7,28,47.91,-120.1,40,8,27,USFS,1,40,0.16188
1976,2,27,38.28,-83.41,30,8,27,USFS,0,30,0.12141
1976,4,20,35.28,-83.26,25,8,27,USFS,0,25,0.101175
1976,2,21,34.76,-77.13,25,8,10,USFS,0,25,0.101175
1976,6,10,33.27,-111.11,18,8,10,USFS,1,18,0.072846
1976,5,22,32.98,-116.73,16,8,27,USFS,1,16,0.064752
1976,8,8,34.53,-119.89,15,8,27,USFS,1,15,0.060705
1976,6,14,34.59,-118.33,14,8,27,USFS,1,14,0.056658
1976,7,4,33.64,-117.34,14,8,27,USFS,1,14,0.056658
1976,2,26,37.35,-84.5,12,8,10,USFS,0,12,0.048564
1976,7,28,40.79,-111.86,11,8,27,USFS,1,11,0.044517
1976,6,26,34.61,-118.31,10,8,27,USFS,1,10,0.04047
1976,7,5,35.21,-100.88,10,8,26,USFS,0,10,0.04047
1976,3,3,34.88,-76.88,8,8,27,USFS,0,8,0.032376
1976,2,28,34.98,-77,6,8,27,USFS,0,6,0.024282
1976,3,3,37.53,-84.03,5,8,27,USFS,0,5,0.020235
1976,6,22,34.68,-118.44,5,8,27,USFS,1,5,0.020235
1976,7,11,34.82,-119.02,5,8,27,USFS,1,5,0.020235
1976,9,1,32.66,-116.48,5,8,27,USFS,1,5,0.020235
1976,7,22,44.64,-121.08,5,8,30,USFS,1,5,0.020235
1976,3,1,35.9,-83.1,4,8,27,USFS,0,4,0.016188
1976,7,21,47.58,-115.28,4,8,26,USFS,1,4,0.016188
1976,12,28,33.86,-94.65,3,8,27,USFS,0,3,0.012141
1976,6,25,47.82,-120.04,3,8,10,USFS,1,3,0.012141
1976,7,17,32.82,-116.55,3,8,26,USFS,1,3,0.012141
1976,8,31,34.36,-117.63,3,8,30,USFS,1,3,0.012141
1976,2,1,34.3,-111.79,3,8,8,USFS,1,3,0.012141
1976,5,29,33.63,-111.2,3,8,27,USFS,1,3,0.012141
1976,6,23,40.3,-111.65,3,8,27,USFS,1,3,0.012141
1976,3,24,35.31,-83.73,2,8,27,USFS,0,2,0.008094
1976,4,14,35.26,-83.86,2,8,27,USFS,0,2,0.008094
1976,4,15,34.8,-76.88,2,8,27,USFS,0,2,0.008094
1976,5,10,34.76,-76.9,2,8,27,USFS,0,2,0.008094
1976,8,19,33.86,-111.3,2,8,27,USFS,1,2,0.008094
1976,11,25,35.23,-111.6,2,8,27,USFS,1,2,0.008094
1976,6,18,40.66,-111.81,2,8,27,USFS,1,2,0.008094
1976,3,24,35.15,-84.51,1,8,27,USFS,0,1,0.004047
1976,4,13,36.75,-84.43,1,8,27,USFS,0,1,0.004047
1976,4,18,37.25,-84.25,1,8,27,USFS,0,1,0.004047
1976,11,20,37.03,-83.68,1,8,27,USFS,0,1,0.004047
1976,4,20,37.8,-79.86,1,8,30,USFS,0,1,0.004047
1976,1,24,33.51,-85.91,1,8,27,USFS,0,1,0.004047
1976,1,25,33.28,-79.75,1,8,27,USFS,0,1,0.004047
1976,2,11,32.98,-79.65,1,8,27,USFS,0,1,0.004047
1976,2,13,33.23,-79.93,1,8,27,USFS,0,1,0.004047
1976,4,15,34.98,-77,1,8,27,USFS,0,1,0.004047
1976,4,22,35.31,-79.95,1,8,27,USFS,0,1,0.004047
1976,10,23,33.36,-85.98,1,8,27,USFS,0,1,0.004047
1976,3,13,35.77,-118.42,1,8,27,USFS,1,1,0.004047
1976,5,1,39.34,-120.17,1,8,27,USFS,1,1,0.004047
1976,5,16,39.72,-120.97,1,8,27,USFS,1,1,0.004047
1976,6,6,41.32,-122.73,1,8,27,USFS,1,1,0.004047
1976,6,14,41.79,-123.39,1,8,27,USFS,1,1,0.004047
1976,8,8,34.24,-117.32,1,8,27,USFS,1,1,0.004047
1976,6,12,33.67,-111.09,1,8,27,USFS,1,1,0.004047
1976,6,13,33.54,-110.92,1,8,26,USFS,1,1,0.004047
1976,3,22,36.14,-106.71,1,8,27,USFS,1,1,0.004047
1976,6,1,35.22,-111.66,1,8,27,USFS,1,1,0.004047
1976,6,12,35.19,-111.66,1,8,27,USFS,1,1,0.004047
1976,6,21,35.16,-111.64,1,8,27,USFS,1,1,0.004047
1976,8,18,35.2,-111.66,1,8,27,USFS,1,1,0.004047
1976,10,9,35.19,-111.64,1,8,27,USFS,1,1,0.004047
1976,6,24,40.73,-105.52,1,8,8,USFS,1,1,0.004047
1976,7,21,48.72,-118.65,1,8,27,USFS,1,1,0.004047
1976,7,6,40.37,-111.71,1,8,27,USFS,1,1,0.004047
1976,7,9,40.9,-111.86,1,8,27,USFS,1,1,0.004047
1976,8,24,40.37,-111.73,1,8,26,USFS,1,1,0.004047
1977,3,26,37.21,-83.51,39,8,27,USFS,0,39,0.157833
1977,8,4,31.18,-95.01,24,8,27,USFS,0,24,0.097128
1977,4,17,37.21,-83.43,20,8,10,USFS,0,20,0.08094
1977,3,14,33.76,-94.51,15,8,30,USFS,0,15,0.060705
1977,4,17,38.98,-78.71,11,8,27,USFS,0,11,0.044517
1977,3,26,37.26,-83.75,9,8,27,USFS,0,9,0.036423
1977,3,19,34.81,-76.88,7,8,10,USFS,0,7,0.028329
1977,7,2,33.54,-116.87,7,8,26,USFS,1,7,0.028329
1977,5,14,44.49,-121.2,7,8,9,USFS,1,7,0.028329
1977,4,10,34.8,-76.88,5,8,27,USFS,0,5,0.020235
1977,7,17,34.36,-117.57,5,8,27,USFS,1,5,0.020235
1977,8,23,35.7,-118.47,5,8,27,USFS,1,5,0.020235
1977,4,16,45.97,-112.46,5,8,27,USFS,1,5,0.020235
1977,3,14,35.74,-93.11,4,8,27,USFS,1,4,0.016188
1977,4,16,35.26,-83.41,4,8,27,USFS,0,4,0.016188
1977,2,20,33.23,-79.83,4,8,27,USFS,0,4,0.016188
1977,5,29,34.4,-111.16,4,8,26,USFS,1,4,0.016188
1977,4,20,37.71,-79.33,3,8,27,USFS,0,3,0.012141
1977,5,21,40.11,-120.84,3,8,27,USFS,1,3,0.012141
1977,5,28,34.26,-110.07,3,8,9,USFS,1,3,0.012141
1977,5,9,31.34,-110.99,3,8,27,USFS,1,3,0.012141
1977,7,7,35.16,-84.6,2,8,26,USFS,0,2,0.008094
1977,2,15,34.98,-77,2,8,27,USFS,0,2,0.008094
1977,4,9,35.01,-77.13,2,8,27,USFS,0,2,0.008094
1977,7,27,37.43,-118.77,2,8,27,USFS,1,2,0.008094
1977,9,9,40.91,-123.56,2,8,8,USFS,1,2,0.008094
1977,8,26,34.51,-110.83,2,8,27,USFS,1,2,0.008094
1977,7,2,48.9,-115.05,2,8,26,USFS,1,2,0.008094
1977,4,16,42.43,-76.81,1,8,10,USFS,0,1,0.004047
1977,2,26,36.7,-84.43,1,8,27,USFS,0,1,0.004047
1977,4,2,37.03,-83.61,1,8,27,USFS,0,1,0.004047
1977,4,16,38.1,-83.51,1,8,27,USFS,0,1,0.004047
1977,7,10,35.16,-84.53,1,8,26,USFS,0,1,0.004047
1977,3,16,34.98,-76.98,1,8,27,USFS,0,1,0.004047
1977,4,13,34.86,-76.93,1,8,27,USFS,0,1,0.004047
1977,6,9,32.13,-89.61,1,8,27,USFS,0,1,0.004047
1977,12,10,32.98,-79.75,1,8,27,USFS,0,1,0.004047
1977,6,21,47.26,-120.67,1,8,30,USFS,1,1,0.004047
1977,7,3,45.21,-121.39,1,8,27,USFS,1,1,0.004047
1977,7,13,43.45,-124.27,1,8,26,USFS,1,1,0.004047
1977,8,12,46.61,-121.66,1,8,10,USFS,1,1,0.004047
1977,8,13,46.6,-121.66,1,8,27,USFS,1,1,0.004047
1977,2,15,33.32,-116.88,1,8,27,USFS,1,1,0.004047
1977,3,19,40.76,-122.91,1,8,27,USFS,1,1,0.004047
1977,4,2,39.51,-120.13,1,8,27,USFS,1,1,0.004047
1977,4,16,40.15,-120.93,1,8,27,USFS,1,1,0.004047
1977,6,18,35.87,-118.65,1,8,27,USFS,1,1,0.004047
1977,6,23,33.75,-116.71,1,8,27,USFS,1,1,0.004047
1977,7,16,34.27,-116.95,1,8,27,USFS,1,1,0.004047
1977,7,22,40.2,-121.06,1,8,27,USFS,1,1,0.004047
1977,7,23,38.96,-120.36,1,8,27,USFS,1,1,0.004047
1977,7,25,37.31,-119.6,1,8,27,USFS,1,1,0.004047
1977,8,23,39.98,-120.93,1,8,27,USFS,1,1,0.004047
1977,5,8,35.3,-112.04,1,8,9,USFS,1,1,0.004047
1977,5,9,35.19,-112.19,1,8,27,USFS,1,1,0.004047
1977,5,22,35.23,-111.6,1,8,27,USFS,1,1,0.004047
1977,5,27,35.36,-108.57,1,8,26,USFS,1,1,0.004047
1977,4,7,31.56,-110.48,1,8,27,USFS,1,1,0.004047
1977,4,16,31.72,-110.71,1,8,27,USFS,1,1,0.004047
1977,6,18,32.42,-110.75,1,8,27,USFS,1,1,0.004047
1977,2,20,43.99,-103.51,1,8,27,USFS,1,1,0.004047
1977,4,8,45.91,-112.44,1,8,27,USFS,1,1,0.004047
1977,4,24,45.97,-112.46,1,8,27,USFS,1,1,0.004047
1977,6,27,47,-114.47,1,8,26,USFS,1,1,0.004047
1977,6,30,40.9,-111.86,1,8,27,USFS,1,1,0.004047
1978,9,5,44.82,-107.79,1320,8,10,USFS,1,1320,5.34204
1978,4,1,33.98,-88.91,110,8,19,USFS,0,110,0.44517
1978,8,20,43.67,-114.3,53,8,27,USFS,1,53,0.214491
1978,8,17,34.16,-117.7,30,8,27,USFS,1,30,0.12141
1978,4,29,35.2,-111.68,13,8,27,USFS,1,13,0.052611
1978,6,13,36.33,-115.77,10,8,27,USFS,1,10,0.04047
1978,10,11,34.21,-117.41,9,8,27,USFS,1,9,0.036423
1978,4,2,34.55,-93.28,8,8,10,USFS,0,8,0.032376
1978,7,7,37.21,-119.55,8,8,27,USFS,1,8,0.032376
1978,2,26,33.03,-79.7,7,8,26,USFS,0,7,0.028329
1978,5,11,33.38,-96.01,7,8,26,USFS,0,7,0.028329
1978,5,30,34.16,-117.23,7,8,27,USFS,1,7,0.028329
1978,10,10,43.56,-111.11,7,8,18,USFS,1,7,0.028329
1978,4,2,34.8,-76.88,6,8,10,USFS,0,6,0.024282
1978,6,24,33.8,-94.56,5,8,26,USFS,0,5,0.020235
1978,3,29,35.28,-83.9,4,8,27,USFS,0,4,0.016188
1978,7,20,33.5,-110.87,4,8,27,USFS,1,4,0.016188
1978,4,16,37.16,-82.56,3,8,27,USFS,0,3,0.012141
1978,3,26,33.58,-89.13,3,8,27,USFS,0,3,0.012141
1978,6,26,33.78,-116.9,3,8,27,USFS,1,3,0.012141
1978,11,4,34.71,-118.44,3,8,27,USFS,1,3,0.012141
1978,4,9,36.96,-84.13,2,8,30,USFS,0,2,0.008094
1978,3,29,34.71,-83.21,2,8,26,USFS,0,2,0.008094
1978,11,3,34.71,-91.9,2,8,27,USFS,1,2,0.008094
1978,12,9,33.33,-79.81,2,8,27,USFS,0,2,0.008094
1978,6,25,33.45,-116.9,2,8,27,USFS,1,2,0.008094
1978,7,14,34.14,-117.2,2,8,27,USFS,1,2,0.008094
1978,7,23,40.8,-122.76,2,8,10,USFS,1,2,0.008094
1978,8,23,33.64,-117.35,2,8,27,USFS,1,2,0.008094
1978,8,30,38.34,-120.2,2,8,27,USFS,1,2,0.008094
1978,6,17,33.63,-110.93,2,8,26,USFS,1,2,0.008094
1978,2,11,35.01,-83.28,1,8,26,USFS,0,1,0.004047
1978,4,8,37.98,-79,1,8,27,USFS,0,1,0.004047
1978,7,4,39.74,-121.34,1,8,27,USFS,1,1,0.004047
1978,7,30,34.24,-117.25,1,8,27,USFS,1,1,0.004047
1978,8,18,34.14,-117.22,1,8,27,USFS,1,1,0.004047
1978,8,27,38.99,-120.77,1,8,27,USFS,1,1,0.004047
1978,10,6,34.82,-119,1,8,27,USFS,1,1,0.004047
1978,10,22,39.05,-120.12,1,8,30,USFS,1,1,0.004047
1978,7,4,35.21,-100.88,1,8,26,USFS,0,1,0.004047
1978,5,23,35.19,-111.64,1,8,27,USFS,1,1,0.004047
1978,6,5,35.09,-111.66,1,8,10,USFS,1,1,0.004047
1978,6,11,34.27,-111.2,1,8,27,USFS,1,1,0.004047
1978,7,5,34.15,-110,1,8,27,USFS,1,1,0.004047
1978,8,10,47.46,-115.85,1,8,27,USFS,1,1,0.004047
1978,8,15,41.26,-111.79,1,8,27,USFS,1,1,0.004047
1979,8,7,36.03,-118.78,1510,8,19,USFS,1,1510,6.11097
1979,9,18,34.17,-117.25,1445,8,27,USFS,1,1445,5.847915
1979,8,25,33.9,-116.81,510,8,27,USFS,1,510,2.06397
1979,3,11,37.6,-92.35,148,8,27,USFS,0,148,0.598956
1979,7,7,33.48,-116.99,140,8,27,USFS,1,140,0.56658
1979,6,11,33.08,-116.78,130,8,27,USFS,1,130,0.52611
1979,7,2,40.72,-111.81,60,8,26,USFS,1,60,0.24282
1979,4,18,44.16,-86.21,26,8,18,USFS,0,26,0.105222
1979,4,6,34.91,-76.93,20,8,27,USFS,0,20,0.08094
1979,6,15,34.16,-117.23,20,8,27,USFS,1,20,0.08094
1979,9,13,37.66,-118.98,20,8,27,USFS,1,20,0.08094
1979,6,30,37.66,-90.88,17,8,27,USFS,0,17,0.068799
1979,9,2,40.79,-111.86,15,8,19,USFS,1,15,0.060705
1979,5,2,37.26,-80.48,13,8,11,USFS,0,13,0.052611
1979,4,21,47.48,-94.55,11,8,27,USFS,0,11,0.044517
1979,10,4,40.29,-123.33,11,8,27,USFS,1,11,0.044517
1979,3,10,34.63,-94.4,8,8,8,USFS,0,8,0.032376
1979,3,20,34.95,-84.7,7,8,27,USFS,0,7,0.028329
1979,4,18,34.78,-76.88,5,8,27,USFS,0,5,0.020235
1979,3,8,34.16,-117.23,5,8,27,USFS,1,5,0.020235
1979,6,2,33.47,-117.01,5,8,3,USFS,1,5,0.020235
1979,7,2,34.17,-117.23,5,8,27,USFS,1,5,0.020235
1979,8,9,34.26,-117.3,5,8,27,USFS,1,5,0.020235
1979,6,25,47.49,-115.98,5,8,19,USFS,1,5,0.020235
1979,7,8,41.24,-111.81,5,8,27,USFS,1,5,0.020235
1979,3,17,39.5,-82.25,4,8,27,USFS,0,4,0.016188
1979,11,17,35.43,-83.91,4,8,27,USFS,0,4,0.016188
1979,6,13,34.16,-117.23,4,8,27,USFS,1,4,0.016188
1979,10,9,34.17,-117.3,4,8,27,USFS,1,4,0.016188
1979,9,8,41.23,-111.92,4,8,27,USFS,1,4,0.016188
1979,6,20,43.93,-124.11,3,8,27,USFS,1,3,0.012141
1979,9,30,41.29,-120.88,3,8,27,USFS,1,3,0.012141
1979,10,7,41.92,-120.52,3,8,27,USFS,1,3,0.012141
1979,7,13,34.79,-106.37,3,8,26,USFS,1,3,0.012141
1979,5,1,38.63,-82.66,2,8,26,USFS,0,2,0.008094
1979,3,5,30.63,-95.38,2,8,27,USFS,0,2,0.008094
1979,6,11,34.16,-117.23,2,8,27,USFS,1,2,0.008094
1979,8,1,41.33,-122.84,2,8,27,USFS,1,2,0.008094
1979,6,4,43.5,-103.53,2,8,27,USFS,1,2,0.008094
1979,7,17,44.5,-111.35,2,8,27,USFS,1,2,0.008094
1979,10,5,38.95,-106.47,2,8,27,USFS,1,2,0.008094
1979,7,1,40.92,-111.86,2,8,26,USFS,1,2,0.008094
1979,4,19,43.6,-85.93,1,8,9,USFS,0,1,0.004047
1979,3,13,36.71,-84.6,1,8,10,USFS,0,1,0.004047
1979,3,13,36.96,-84.13,1,8,30,USFS,0,1,0.004047
1979,4,7,37.83,-91.06,1,8,27,USFS,0,1,0.004047
1979,6,10,34.3,-118.37,1,8,27,USFS,1,1,0.004047
1979,6,10,39.53,-121.16,1,8,10,USFS,1,1,0.004047
1979,6,14,39.78,-120.66,1,8,27,USFS,1,1,0.004047
1979,6,17,36.14,-118.59,1,8,27,USFS,1,1,0.004047
1979,6,25,41.23,-122.14,1,8,27,USFS,1,1,0.004047
1979,7,12,40.96,-123.63,1,8,27,USFS,1,1,0.004047
1979,7,22,41.96,-120.31,1,8,27,USFS,1,1,0.004047
1979,8,22,39.79,-120.51,1,8,27,USFS,1,1,0.004047
1979,8,24,32.85,-116.75,1,8,27,USFS,1,1,0.004047
1979,8,24,38.58,-120.45,1,8,9,USFS,1,1,0.004047
1979,9,5,41.27,-123.6,1,8,27,USFS,1,1,0.004047
1979,9,7,41.27,-123.6,1,8,27,USFS,1,1,0.004047
1979,6,24,33.35,-110.77,1,8,27,USFS,1,1,0.004047
1979,7,4,33.76,-111.68,1,8,26,USFS,1,1,0.004047
1979,6,12,33.83,-109.1,1,8,27,USFS,1,1,0.004047
1979,6,17,35.22,-111.64,1,8,27,USFS,1,1,0.004047
1979,7,9,35.17,-111.68,1,8,27,USFS,1,1,0.004047
1979,6,5,41.24,-111.9,1,8,19,USFS,1,1,0.004047
1979,6,22,47.54,-116.06,1,8,26,USFS,1,1,0.004047
1979,7,1,43.61,-115.95,1,8,26,USFS,1,1,0.004047
1979,7,29,40.7,-111.79,1,8,26,USFS,1,1,0.004047
1980,8,26,33.84,-116.56,28655,8,27,USFS,1,28655,115.966785
1980,8,22,40.02,-111.73,65,8,8,USFS,1,65,0.263055
1980,7,5,34.4,-118.3,50,8,26,USFS,1,50,0.20235
1980,7,23,40.35,-111.69,40,8,27,USFS,1,40,0.16188
1980,7,8,34.33,-118.47,30,8,26,USFS,1,30,0.12141
1980,5,5,38.91,-79.3,18,8,27,USFS,0,18,0.072846
1980,6,19,36.04,-118.74,16,8,19,USFS,1,16,0.064752
1980,8,4,37.51,-119.8,13,8,27,USFS,1,13,0.052611
1980,10,7,34.84,-119.05,12,8,27,USFS,1,12,0.048564
1980,10,2,41.91,-121.33,11,8,27,USFS,0,11,0.044517
1980,6,1,33.49,-111.52,10,8,26,USFS,1,10,0.04047
1980,11,8,37.28,-84.23,7,8,10,USFS,0,7,0.028329
1980,7,6,33.64,-110.99,6,8,27,USFS,1,6,0.024282
1980,1,2,36.55,-106.14,6,8,26,USFS,1,6,0.024282
1980,11,12,36.88,-82.46,5,8,27,USFS,0,5,0.020235
1980,5,18,33.56,-111.54,5,8,26,USFS,1,5,0.020235
1980,11,3,37,-83.68,3,8,27,USFS,0,3,0.012141
1980,8,31,33.28,-79.71,3,8,27,USFS,0,3,0.012141
1980,8,26,47.84,-120.06,3,8,27,USFS,1,3,0.012141
1980,4,27,45.28,-88.5,2,8,27,USFS,0,2,0.008094
1980,4,29,37.51,-92.31,2,8,27,USFS,0,2,0.008094
1980,4,10,36.45,-82.16,2,8,27,USFS,0,2,0.008094
1980,4,12,34.75,-76.88,2,8,27,USFS,0,2,0.008094
1980,7,17,39.79,-120.14,2,8,26,USFS,1,2,0.008094
1980,11,26,34.26,-117.46,2,8,27,USFS,1,2,0.008094
1980,7,19,37.01,-83.48,1,8,27,USFS,0,1,0.004047
1980,11,11,35.31,-83.86,1,8,27,USFS,0,1,0.004047
1980,12,22,35.91,-82.95,1,8,26,USFS,0,1,0.004047
1980,9,1,33.26,-79.65,1,8,27,USFS,0,1,0.004047
1980,5,2,35.77,-118.44,1,8,27,USFS,1,1,0.004047
1980,6,10,34.23,-116.85,1,8,24,USFS,1,1,0.004047
1980,6,22,32.68,-116.51,1,8,27,USFS,1,1,0.004047
1980,6,28,38.14,-120.06,1,8,27,USFS,1,1,0.004047
1980,6,30,32.84,-116.8,1,8,27,USFS,1,1,0.004047
1980,7,5,34.59,-118.72,1,8,27,USFS,1,1,0.004047
1980,7,17,40.89,-122.38,1,8,27,USFS,1,1,0.004047
1980,7,18,41.33,-122.33,1,8,10,USFS,1,1,0.004047
1980,7,20,34.24,-117.3,1,8,27,USFS,1,1,0.004047
1980,7,27,39.37,-122.61,1,8,27,USFS,1,1,0.004047
1980,8,13,40.01,-121.06,1,8,9,USFS,1,1,0.004047
1980,8,21,40.76,-122.91,1,8,27,USFS,1,1,0.004047
1980,9,5,37.24,-119.48,1,8,27,USFS,1,1,0.004047
1980,10,9,40.25,-123.32,1,8,27,USFS,1,1,0.004047
1980,12,31,34.34,-118.42,1,8,27,USFS,1,1,0.004047
1980,6,3,33.63,-111,1,8,27,USFS,1,1,0.004047
1980,6,28,35.21,-112.45,1,8,11,USFS,1,1,0.004047
1980,10,4,34.65,-111.95,1,8,27,USFS,1,1,0.004047
1980,5,24,34.05,-109.87,1,8,27,USFS,1,1,0.004047
1980,6,25,36.72,-105.58,1,8,27,USFS,1,1,0.004047
1980,7,24,43.76,-104.05,1,8,26,USFS,1,1,0.004047
1980,8,5,40.87,-109.98,1,8,27,USFS,1,1,0.004047
1980,10,14,44.06,-103.4,1,8,27,USFS,1,1,0.004047
1981,8,9,37.52,-118.65,1900,8,27,USFS,1,1900,7.6893
1981,8,28,33.71,-116.73,1700,8,27,USFS,1,1700,6.8799
1981,8,27,35.68,-118.49,1500,8,26,USFS,1,1500,6.0705
1981,8,10,42.05,-122.65,607,8,27,USFS,1,607,2.456529
1981,7,19,33.36,-117.08,120,8,27,USFS,1,120,0.48564
1981,6,19,34.16,-117.22,70,8,27,USFS,1,70,0.28329
1981,9,28,40.57,-111.81,70,8,27,USFS,1,70,0.28329
1981,4,7,36.68,-84.36,60,8,27,USFS,0,60,0.24282
1981,8,28,35.77,-118.46,36,8,27,USFS,1,36,0.145692
1981,6,24,44.52,-121.14,30,8,26,USFS,1,30,0.12141
1981,2,28,35.26,-83.76,16,8,27,USFS,0,16,0.064752
